code,description
T632X1,"Toxic effect of venom of scorpion, accidental"
T632X2,"Toxic effect of venom of scorpion, intentional self-harm"
T632X3,"Toxic effect of venom of scorpion, assault"
T632X4,"Toxic effect of venom of scorpion, undetermined"
T633,Toxic effect of venom of spider
T6330,Toxic effect of unspecified spider venom
T63301,"Toxic effect of unsp spider venom, accidental"
T63302,"Toxic effect of unsp spider venom, intentional self-harm"
T63303,"Toxic effect of unspecified spider venom, assault"
T63304,"Toxic effect of unspecified spider venom, undetermined"
T6331,Toxic effect of venom of black widow spider
T63311,"Toxic effect of venom of black widow spider, accidental"
T63312,"Toxic effect of venom of black widow spider, self-harm"
T63313,"Toxic effect of venom of black widow spider, assault"
T63314,"Toxic effect of venom of black widow spider, undetermined"
T6332,Toxic effect of venom of tarantula
T63321,"Toxic effect of venom of tarantula, accidental"
T63322,"Toxic effect of venom of tarantula, intentional self-harm"
T63323,"Toxic effect of venom of tarantula, assault"
T63324,"Toxic effect of venom of tarantula, undetermined"
T6333,Toxic effect of venom of brown recluse spider
T63331,"Toxic effect of venom of brown recluse spider, accidental"
T63332,"Toxic effect of venom of brown recluse spider, self-harm"
T63333,"Toxic effect of venom of brown recluse spider, assault"
T63334,"Toxic effect of venom of brown recluse spider, undetermined"
T6339,Toxic effect of venom of other spider
T63391,"Toxic effect of venom of spider, accidental (unintentional)"
T63392,"Toxic effect of venom of other spider, intentional self-harm"
T63393,"Toxic effect of venom of other spider, assault"
T63394,"Toxic effect of venom of other spider, undetermined"
T634,Toxic effect of venom of other arthropods
T6341,Toxic effect of venom of centipedes and venomous millipedes
T63411,"Toxic effect of venom of centipede/millipede, accidental"
T63412,"Toxic effect of venom of centipede/millipede, self-harm"
T63413,"Toxic effect of venom of centipede/millipede, assault"
T63414,"Toxic effect of venom of centipede/millipede, undetermined"
T6342,Toxic effect of venom of ants
T63421,"Toxic effect of venom of ants, accidental (unintentional)"
T63422,"Toxic effect of venom of ants, intentional self-harm"
T63423,"Toxic effect of venom of ants, assault"
T63424,"Toxic effect of venom of ants, undetermined"
T6343,Toxic effect of venom of caterpillars
T63431,"Toxic effect of venom of caterpillars, accidental"
T63432,"Toxic effect of venom of caterpillars, intentional self-harm"
T63433,"Toxic effect of venom of caterpillars, assault"
T63434,"Toxic effect of venom of caterpillars, undetermined"
T6344,Toxic effect of venom of bees
T63441,"Toxic effect of venom of bees, accidental (unintentional)"
T63442,"Toxic effect of venom of bees, intentional self-harm"
T63443,"Toxic effect of venom of bees, assault"
T63444,"Toxic effect of venom of bees, undetermined"
T6345,Toxic effect of venom of hornets
T63451,"Toxic effect of venom of hornets, accidental (unintentional)"
T63452,"Toxic effect of venom of hornets, intentional self-harm"
T63453,"Toxic effect of venom of hornets, assault"
T63454,"Toxic effect of venom of hornets, undetermined"
T6346,Toxic effect of venom of wasps
T63461,"Toxic effect of venom of wasps, accidental (unintentional)"
T63462,"Toxic effect of venom of wasps, intentional self-harm"
T63463,"Toxic effect of venom of wasps, assault"
T63464,"Toxic effect of venom of wasps, undetermined"
T6348,Toxic effect of venom of other arthropod
T63481,"Toxic effect of venom of arthropod, accidental"
T63482,"Toxic effect of venom of arthropod, intentional self-harm"
T63483,"Toxic effect of venom of other arthropod, assault"
T63484,"Toxic effect of venom of other arthropod, undetermined"
T635,Toxic effect of contact with venomous fish
T6351,Toxic effect of contact with stingray
T63511,"Toxic effect of contact w stingray, accidental"
T63512,"Toxic effect of contact with stingray, intentional self-harm"
T63513,"Toxic effect of contact with stingray, assault"
T63514,"Toxic effect of contact with stingray, undetermined"
T6359,Toxic effect of contact with other venomous fish
T63591,"Toxic effect of contact w oth venomous fish, accidental"
T63592,"Toxic effect of contact w oth venomous fish, self-harm"
T63593,"Toxic effect of contact with other venomous fish, assault"
T63594,"Toxic effect of contact with oth venomous fish, undetermined"
T636,Toxic effect of contact with other venomous marine animals
T6361,Toxic effect of contact with Portuguese Man-o-war
T63611,"Toxic effect of contact with Portuguese Man-o-war, acc"
T63612,"Toxic effect of contact with Portuguese Man-o-war, self-harm"
T63613,"Toxic effect of contact with Portuguese Man-o-war, assault"
T63614,"Toxic effect of contact with Portuguese Man-o-war, undet"
T6362,Toxic effect of contact with other jellyfish
T63621,"Toxic effect of contact w oth jellyfish, accidental"
T63622,"Toxic effect of contact w oth jellyfish, self-harm"
T63623,"Toxic effect of contact with other jellyfish, assault"
T63624,"Toxic effect of contact with other jellyfish, undetermined"
T6363,Toxic effect of contact with sea anemone
T63631,"Toxic effect of contact w sea anemone, accidental"
T63632,"Toxic effect of contact w sea anemone, intentional self-harm"
T63633,"Toxic effect of contact with sea anemone, assault"
T63634,"Toxic effect of contact with sea anemone, undetermined"
T6369,Toxic effect of contact with other venomous marine animals
T63691,"Toxic effect of contact w oth venomous marine animals, acc"
T63692,"Toxic effect of contact w oth venom marine animals, slf-hrm"
T63693,"Toxic effect of contact w oth venom marine animals, assault"
T63694,"Toxic effect of contact w oth venomous marine animals, undet"
T637,Toxic effect of contact with venomous plant
T6371,Toxic effect of contact with venomous marine plant
T63711,"Toxic effect of contact w venomous marine plant, accidental"
T63712,"Toxic effect of contact w venomous marine plant, self-harm"
T63713,"Toxic effect of contact with venomous marine plant, assault"
T63714,"Toxic effect of contact w venomous marine plant, undet"
T6379,Toxic effect of contact with other venomous plant
T63791,"Toxic effect of contact w oth venomous plant, accidental"
T63792,"Toxic effect of contact w oth venomous plant, self-harm"
T63793,"Toxic effect of contact with other venomous plant, assault"
T63794,"Toxic effect of contact w oth venomous plant, undetermined"
T638,Toxic effect of contact with other venomous animals
T6381,Toxic effect of contact with venomous frog
T63811,"Toxic effect of contact w venomous frog, accidental"
T63812,"Toxic effect of contact w venomous frog, self-harm"
T63813,"Toxic effect of contact with venomous frog, assault"
T63814,"Toxic effect of contact with venomous frog, undetermined"
T6382,Toxic effect of contact with venomous toad
T63821,"Toxic effect of contact w venomous toad, accidental"
T63822,"Toxic effect of contact w venomous toad, self-harm"
T63823,"Toxic effect of contact with venomous toad, assault"
T63824,"Toxic effect of contact with venomous toad, undetermined"
T6383,Toxic effect of contact with other venomous amphibian
T63831,"Toxic effect of contact w oth venomous amphibian, acc"
T63832,"Toxic effect of contact w oth venomous amphibian, self-harm"
T63833,"Toxic effect of contact with oth venomous amphibian, assault"
T63834,"Toxic effect of contact w oth venomous amphibian, undet"
T6389,Toxic effect of contact with other venomous animals
T63891,"Toxic effect of contact w oth venomous animals, accidental"
T63892,"Toxic effect of contact w oth venomous animals, self-harm"
T63893,"Toxic effect of contact with other venomous animals, assault"
T63894,"Toxic effect of contact w oth venomous animals, undetermined"
T639,Toxic effect of contact with unspecified venomous animal
T6391,"Toxic effect of contact w unsp venomous animal, accidental"
T6392,"Toxic effect of contact w unsp venomous animal, self-harm"
T6393,"Toxic effect of contact with unsp venomous animal, assault"
T6394,"Toxic effect of contact w unsp venomous animal, undetermined"
T64,Toxic effect of aflatoxin and oth mycotoxin food contamnt
T640,Toxic effect of aflatoxin
T6401,"Toxic effect of aflatoxin, accidental (unintentional)"
T6402,"Toxic effect of aflatoxin, intentional self-harm"
T6403,"Toxic effect of aflatoxin, assault"
T6404,"Toxic effect of aflatoxin, undetermined"
T648,Toxic effect of other mycotoxin food contaminants
T6481,"Toxic effect of mycotoxin food contaminants, accidental"
T6482,"Toxic effect of mycotoxin food contaminants, self-harm"
T6483,"Toxic effect of other mycotoxin food contaminants, assault"
T6484,"Toxic effect of mycotoxin food contaminants, undetermined"
T65,Toxic effect of other and unspecified substances
T650,Toxic effect of cyanides
T650X,Toxic effect of cyanides
T650X1,"Toxic effect of cyanides, accidental (unintentional)"
T650X2,"Toxic effect of cyanides, intentional self-harm"
T650X3,"Toxic effect of cyanides, assault"
T650X4,"Toxic effect of cyanides, undetermined"
T651,Toxic effect of strychnine and its salts
T651X,Toxic effect of strychnine and its salts
T651X1,"Toxic effect of strychnine and its salts, accidental"
T651X2,"Toxic effect of strychnine and its salts, self-harm"
T651X3,"Toxic effect of strychnine and its salts, assault"
T651X4,"Toxic effect of strychnine and its salts, undetermined"
T652,Toxic effect of tobacco and nicotine
T6521,Toxic effect of chewing tobacco
T65211,"Toxic effect of chewing tobacco, accidental (unintentional)"
T65212,"Toxic effect of chewing tobacco, intentional self-harm"
T65213,"Toxic effect of chewing tobacco, assault"
T65214,"Toxic effect of chewing tobacco, undetermined"
T6522,Toxic effect of tobacco cigarettes
T65221,"Toxic effect of tobacco cigarettes, accidental"
T65222,"Toxic effect of tobacco cigarettes, intentional self-harm"
T65223,"Toxic effect of tobacco cigarettes, assault"
T65224,"Toxic effect of tobacco cigarettes, undetermined"
T6529,Toxic effect of other tobacco and nicotine
T65291,"Toxic effect of tobacco and nicotine, accidental"
T65292,"Toxic effect of tobacco and nicotine, intentional self-harm"
T65293,"Toxic effect of other tobacco and nicotine, assault"
T65294,"Toxic effect of other tobacco and nicotine, undetermined"
T653,Toxic effect of nitrodrv/aminodrv of benzn/homolog
T653X,Toxic effect of nitrodrv/aminodrv of benzn/homolog
T653X1,"Toxic effect of nitrodrv/aminodrv of benzn/homolog, acc"
T653X2,"Toxic effect of nitrodrv/aminodrv of benzn/homolog, slf-hrm"
T653X3,"Toxic effect of nitrodrv/aminodrv of benzn/homolog, assault"
T653X4,"Toxic effect of nitrodrv/aminodrv of benzn/homolog, undet"
T654,Toxic effect of carbon disulfide
T654X,Toxic effect of carbon disulfide
T654X1,"Toxic effect of carbon disulfide, accidental (unintentional)"
T654X2,"Toxic effect of carbon disulfide, intentional self-harm"
T654X3,"Toxic effect of carbon disulfide, assault"
T654X4,"Toxic effect of carbon disulfide, undetermined"
T655,Toxic effect of nitro and oth nitric acids and esters
T655X,Toxic effect of nitro and oth nitric acids and esters
T655X1,"Toxic effect of nitro and oth nitric acids and esters, acc"
T655X2,"Toxic eff of nitro and oth nitric acids and esters, slf-hrm"
T655X3,"Toxic effect of nitro and oth nitric acids and esters, asslt"
T655X4,"Toxic effect of nitro and oth nitric acids and esters, undet"
T656,"Toxic effect of paints and dyes, not elsewhere classified"
T656X,"Toxic effect of paints and dyes, not elsewhere classified"
T656X1,"Toxic effect of paints and dyes, NEC, accidental"
T656X2,"Toxic effect of paints and dyes, NEC, intentional self-harm"
T656X3,"Toxic effect of paints and dyes, NEC, assault"
T656X4,"Toxic effect of paints and dyes, NEC, undetermined"
T658,Toxic effect of other specified substances
T6581,Toxic effect of latex
T65811,"Toxic effect of latex, accidental (unintentional)"
T65812,"Toxic effect of latex, intentional self-harm"
T65813,"Toxic effect of latex, assault"
T65814,"Toxic effect of latex, undetermined"
T6582,Toxic effect of harmful algae and algae toxins
T65821,"Toxic effect of harmful algae and algae toxins, accidental"
T65822,"Toxic effect of harmful algae and algae toxins, self-harm"
T65823,"Toxic effect of harmful algae and algae toxins, assault"
T65824,"Toxic effect of harmful algae and algae toxins, undetermined"
T6583,Toxic effect of fiberglass
T65831,"Toxic effect of fiberglass, accidental (unintentional)"
T65832,"Toxic effect of fiberglass, intentional self-harm"
T65833,"Toxic effect of fiberglass, assault"
T65834,"Toxic effect of fiberglass, undetermined"
T6589,Toxic effect of other specified substances
T65891,"Toxic effect of oth substances, accidental (unintentional)"
T65892,"Toxic effect of oth substances, intentional self-harm"
T65893,"Toxic effect of other specified substances, assault"
T65894,"Toxic effect of other specified substances, undetermined"
T659,Toxic effect of unspecified substance
T6591,"Toxic effect of unsp substance, accidental (unintentional)"
T6592,"Toxic effect of unspecified substance, intentional self-harm"
T6593,"Toxic effect of unspecified substance, assault"
T6594,"Toxic effect of unspecified substance, undetermined"
T66,"Radiation sickness, unspecified"
T67,Effects of heat and light
T670,Heatstroke and sunstroke
T6701,Heatstroke and sunstroke
T6702,Exertional heatstroke
T6709,Other heatstroke and sunstroke
T671,Heat syncope
T672,Heat cramp
T673,"Heat exhaustion, anhydrotic"
T674,Heat exhaustion due to salt depletion
T675,"Heat exhaustion, unspecified"
T676,"Heat fatigue, transient"
T677,Heat edema
T678,Other effects of heat and light
T679,"Effect of heat and light, unspecified"
T68,Hypothermia
T69,Other effects of reduced temperature
T690,Immersion hand and foot
T6901,Immersion hand
T69011,"Immersion hand, right hand"
T69012,"Immersion hand, left hand"
T69019,"Immersion hand, unspecified hand"
T6902,Immersion foot
T69021,"Immersion foot, right foot"
T69022,"Immersion foot, left foot"
T69029,"Immersion foot, unspecified foot"
T691,Chilblains
T698,Other specified effects of reduced temperature
T699,"Effect of reduced temperature, unspecified"
T70,Effects of air pressure and water pressure
T700,Otitic barotrauma
T701,Sinus barotrauma
T702,Other and unspecified effects of high altitude
T7020,Unspecified effects of high altitude
